title,console,genre,publisher,vg_score,critic_score,user_score,total_shipped,aisan_sales,north_american_sales,japan_sales,european_sales,global_sales,release_year
Rugby 15,PS4,Sports,Maximum Games,5,10,8,169,0.13,0.05,2.23,0.06,2.47,2015
Mark McMorris Infinite Air,PS4,Sports,Maximum Games,8,3,9,300,0.06,0.05,4.32,4.83,9.26,2016
Golf Club 2,PS4,Sports,Maximum Games,1,5,8,82,0.13,0.05,4.06,0.06,4.3,2017
The Crystal Skull,PC,Adventure,Maxis,3,6,9,38,5.9,2.32,3.45,1.44,13.11,1996
Marble Drop,PC,Puzzle,Maxis,9,9,8,251,1.68,4.64,5.21,2.94,14.47,1997
Streets of SimCity,PC,Racing,Maxis,4,9,5,107,4.9,2.38,5.73,1.98,14.99,1997
The Sims  House Party,PC,Simulation,Maxis,5,7,5,240,2.16,1.23,3.72,0.83,7.94,2001
The Sims,PC,Simulation,Maxis,1,8.9,7,279,0.05,0.01,2.33,0.03,2.42,2000
SimTunes,PC,Simulation,Maxis,10,1,10,82,7.49,2.17,1.04,2.51,13.21,1996
SimTown,PC,Simulation,Maxis,7,7,5,276,6.44,1.56,2.07,2.76,12.83,1996
SimTower,PC,Simulation,Maxis,2,7,10,76,2.54,3.16,4.08,2.84,12.62,1994
SimSafari,PC,Simulation,Maxis,9,10,4,142,3.06,2.93,1.85,2.2,10.04,1998
SimPark,PC,Simulation,Maxis,5,9,1,288,2.14,2.51,4.54,2.71,11.9,1996
SimLife,PC,Simulation,Maxis,8,4,7,39,2.75,4.71,4.28,5.79,17.53,1992
SimIsle  Missions in the Rainforest,PC,Simulation,Maxis,5,8,5,133,3.57,4.21,4.47,2.83,15.08,1995
SimFarm,PC,Simulation,Maxis,5,6,5,177,1.88,1.46,3.03,5.1,11.47,1993
SimEarth  The Living Planet,PC,Simulation,Maxis,2,8,10,167,4.99,3.18,1.58,2.39,12.14,1990
SimCopter,PC,Simulation,Maxis,10,4,6,289,3.64,4.32,2.49,5.07,15.52,1996
SimCity 2000,PC,Simulation,Maxis,8,8,3,142,2.14,1.2,4.19,0.84,8.37,1993
SimCity,PC,Simulation,Maxis,5,6,4,250,0.03,3.91,5.95,0.02,9.91,1989
SimAnt,PC,Simulation,Maxis,6,10,10,30,7.01,2.58,2.15,6.8,18.54,1991
A Train,PC,Simulation,Maxis,10,1,4,159,6.92,3.69,2.24,2.31,15.16,1992
SimCity 2000,PS,Simulation,Maxis,7,9,10,211,1.22,0.68,1.19,0.46,3.55,1996
Nostradamus  The Last Prophecy,PC,Adventure,MC2 Entertainment,4,8,7,231,7.44,2.35,5,5.17,19.96,2007
The Oregon Trail,PC,Adventure,MECC,1,5,6,187,3.55,3.51,4.17,4.62,15.85,1993
Kyuin,PS,Shooter,Media Entertainment,7,1,2,229,7.75,4.58,5.51,1.72,19.56,1996
Yakiniku Bugyou,PS,Simulation,Media Entertainment,2,9,9,260,2.95,4.25,4.34,6.75,18.29,2001
Kaishin   Derby Analyst,PS,Sports,Media Entertainment,1,1,10,182,4.83,2.52,5.71,1.52,14.58,2000
Kero Kero King,PS,Sports,Media Factory,2,3,8,217,5.54,4.23,1.38,5.5,16.65,2000
Clock Tower,PC,Adventure,Media Kite,3,1,5,225,6.5,3.98,1.75,2.1,14.33,1999
Macross  Another Story,PC,Shooter,Media Kite,7,6,2,118,1.46,3.25,4.11,3.99,12.81,1999
Shakugan no Shana DS,DS,Adventure,Media Works,10,8,5,126,6.02,2.01,5.3,5.53,18.86,2007
Nanatsuiro * Drops  Touch de Hajimaru Hatsukoi Monogatari,DS,Adventure,Media Works,3,9,5,132,4.87,4.44,4.26,2.42,15.99,2008
DS Dengeki Bunko  Iria no Sora  UFO no Natsu I II,DS,Adventure,Media Works,4,9,4,120,7.53,3.74,4.63,1.11,17.01,2007
DS Dengeki Bunko  Iria no Sora  UFO no Natsu II,DS,Adventure,Media Works,2,7,3,145,7.32,4.45,4.6,3.96,20.33,2007
DS Dengeki Bunko  Iria no Sora  UFO no Natsu,DS,Adventure,Media Works,10,8,6,225,7.98,1.11,2.7,1.18,12.97,2007
DS Dengeki Bunko  Inukami  feat. Animation,DS,Adventure,Media Works,7,7,8,50,3.69,3.35,1.68,6.45,15.17,2006
DS Dengeki Bunko ADV  Baccano ,DS,Adventure,Media Works,3,5,9,135,0.01,2.28,0.01,4.76,7.06,2008
Shakugan no Shana,PS2,Adventure,Media Works,7,2,1,139,0.03,2.15,0.03,2.64,4.85,2006
Nanatsuiro * Drops Pure  ,PS2,Adventure,Media Works,1,5,7,81,0.02,4.4,0.02,2.74,7.18,2007
DS Dengeki Bunko  Alison,DS,Puzzle,Media Works,3,10,5,280,2.47,4.27,4.87,3.91,15.52,2006
Critical Path,PC,Adventure,Media.Vision Entertainment,6,4,6,282,1.75,4.84,1.17,6.43,14.19,1993
Shikigami no Shiro II,PC,Shooter,MediaQuest,5,4,6,274,2.28,4.2,3.03,1.3,10.81,2004
Touhou Shinpiroku ~ Urban Legend in Limbo,PS4,Fighting,Mediascape,4,7,9,256,0.02,1.04,0.02,2.57,3.65,2016
Fable Fortune,PC,Board Game,Mediatonic,10,5,7,130,5.91,1.08,1.75,1.93,10.67,2018
Whos That Flying? ,PSN,Shooter,Mediatonic,1,7.7,5,14,4.15,4.1,2.7,3.88,14.83,2010
Naniwa Wangan Battle,PS,Racing,Medioza,7,2,2,4,5.76,3.87,4.7,1.85,16.18,1998
Milky Humming,PC,Adventure,Medusa,9,10,3,287,1.32,4.67,3.41,3.07,12.47,1998
Atama wo Kitaete Asobu Taisen Yajirushi Puzzle  Puppynu Vector One,DS,Puzzle,MegaCyber,5,6,9,115,7.17,1.99,1.51,1.28,11.95,2006
Chasm  The Rift,PC,Shooter,Megamedia,8,1,6,225,5,3.81,4.22,5.46,18.49,1997
Kurayami 2,PC,Adventure,Melody,8,4,2,7,7.15,1.79,1.43,5.39,15.76,1998
Kurayami,PC,Adventure,Melody,3,10,10,106,7.57,4.71,4.56,3.24,20.08,1997
Narabas World  The Mysterious Palace,DS,Adventure,Mentor Interactive,3,4,3,78,3.77,4.97,5.79,1.24,15.77,2012
Paint by DS,DS,Puzzle,Mercury Games,10,4,9,249,2.59,3.9,4.16,2.53,13.18,2008
Crazy Frog Racer,DS,Racing,Mercury Games,7,1,10,283,6.33,3.59,1.15,4.47,15.54,2006
TrÃ¼berbrook,PS4,Adventure,Merge Games,8,10,9,82,5.53,1.61,1.84,6.31,15.29,2019
Riot  Civil Unrest,PC,Simulation,Merge Games,1,10,4,296,2.57,2.71,3.29,1.75,10.32,2017
Riot  Civil Unrest,PS4,Simulation,Merge Games,10,7,2,58,7.68,3.19,3.05,2.74,16.66,2019
Bomber Crew,PS4,Simulation,Merge Games,6,7,7,261,5.99,2.07,2.67,4.26,14.99,2019
Lexica,PC,Puzzle,Merge Interactive  Incorporated,5,1,1,75,4.02,4.29,4.92,4.39,17.62,2014
Vigil  Blood Bitterness,PC,Adventure,Meridian4,2,3,6,208,5.02,2.83,2.85,5.12,15.82,2007
The Silent Age,PC,Adventure,Meridian4,1,4,7,0.14,2.36,3.11,1.51,5.28,12.26,2015
Hektor,PC,Adventure,Meridian4,8,1,6,0.11,3.89,4.42,1.6,3.24,13.15,2015
Obulis,PC,Puzzle,Meridian4,1,9,9,192,5.32,1.44,2.9,1.94,11.6,2009
Chains,PC,Puzzle,Meridian4,4,8,10,274,4.43,4.12,2.48,1.84,12.87,2008
Post Apocalyptic Mayhem,PC,Racing,Meridian4,2,9,7,55,4.99,3.7,4.82,1.69,15.2,2011
Crash Time II,PC,Racing,Meridian4,5,6,2,129,2.59,4.42,1.26,6.78,15.05,2009
Wasteland Angel,PC,Shooter,Meridian4,7,2,10,101,1.63,1.69,1.35,2.44,7.11,2011
Tank Universal,PC,Shooter,Meridian4,10,2,6,112,6.65,3.6,1.45,5.98,17.68,2008
Shadowgrounds Survivor,PC,Shooter,Meridian4,6,7.3,2,236,2.43,4.36,4.18,4.46,15.43,2007
Shadowgrounds,PC,Shooter,Meridian4,3,6.8,9,118,1.69,2.59,4.58,3.7,12.56,2006
RIP Trilogy,PC,Shooter,Meridian4,1,2,3,268,5.4,1.57,1.25,3.54,11.76,2007
Penguins Arena  Sednas World,PC,Shooter,Meridian4,6,6,8,7,1.18,4.46,1.28,2.92,9.84,2008
ArmA X  10th Anniversary Edition,PC,Shooter,Meridian4,4,6,9,17,7.35,4.97,4.07,2.73,19.12,2011
Arma 2  Operation Arrowhead,PC,Shooter,Meridian4,3,7,6,4.51,2.55,3.02,4.09,5.17,14.83,2010
Alpha Prime,PC,Shooter,Meridian4,10,10,2,53,5.79,3.07,1.36,3.44,13.66,2007
Bus Driver,PC,Simulation,Meridian4,4,2,4,182,0.01,3.31,1.49,0.01,4.82,2008
Transylvania III  Vanquish the Night,PC,Adventure,Merit Studios,1,3,8,63,7.27,4.45,2.41,3.79,17.92,1990
Harvester,PC,Adventure,Merit Studios,4,1,3,13,6.42,3.48,3.03,4.14,17.07,1996
Shutter Island,PC,Adventure,Merscom LLC,10,4,4,200,0.2,1.53,1.18,0.17,3.08,2009
Buku Sudoku,PC,Puzzle,Merscom LLC,10,8,3,295,6.12,2.94,1.13,5.23,15.42,2006
Trainz  Driver Edition,PC,Simulation,Merscom LLC,2,6,9,277,2.04,1.75,1.37,1.17,6.33,2006
Trainz Railwayz,PC,Simulation,Merscom LLC,10,5,1,93,2.55,4.01,3.26,3.73,13.55,2007
Trainz Railroad Simulator 2006,PC,Simulation,Merscom LLC,8,1,5,245,5.74,4.99,1.28,3.95,15.96,2006
Space Interceptor  Project Freedom,PC,Simulation,Merscom LLC,7,7,4,7,4.01,1.35,3.01,1.09,9.46,2004
Milky Space  Hishiki Sexroid,PC,Adventure,Mesa,5,3,1,35,3.19,2.08,4.5,1.88,11.65,2000
Super Mega Baseball 3,PC,Sports,Metalhead Software Inc.,3,8,6,46,7.66,1.15,2.45,6.31,17.57,2020
Super Mega Baseball 3,PS4,Sports,Metalhead Software Inc.,5,1,10,217,2.32,3.93,1.64,2,9.89,2020
Catch & Release,PS4,Simulation,metricminds GmbH & Co. KG,8,3,3,65,7.2,1.06,4.98,1.35,14.59,2018
Hamster Heroes,PS2,Puzzle,Metro 3D,10,4,2,286,3.23,4,2.05,4.01,13.29,2005
Rig Racer 2,PC,Racing,Metro 3D,10,3,10,67,7.48,3.57,1.37,2.85,15.27,2005
London Taxi  Rushour,PC,Racing,Metro 3D,4,10,5,94,1.16,3.26,1.76,2.85,9.03,2006
Earache  Extreme Metal Racing,PC,Racing,Metro 3D,5,3,3,66,1.16,2.18,5.22,2.81,11.37,2006
Action Girlz Racing,PC,Racing,Metro 3D,9,8,6,13,5.06,4.84,1.98,5.15,17.03,2005
Urban Extreme,PS2,Racing,Metro 3D,6,9,5,159,1.63,2.45,3.41,6.91,14.4,2006
Smash Cars,PS2,Racing,Metro 3D,1,6,7,218,0.11,0.06,2,0.04,2.21,2003
Rig Racer 2,PS2,Racing,Metro 3D,8,7,10,84,7.37,3.92,3.38,1.27,15.94,2005
Monster Trux Extreme  Offroad Edition,PS2,Racing,Metro 3D,10,5,7,87,3.42,3.08,4.33,5.42,16.25,2005
London Taxi  Rushour,PS2,Racing,Metro 3D,7,8,6,63,6.71,2.68,1.35,3.05,13.79,2006
Earache  Extreme Metal Racing,PS2,Racing,Metro 3D,10,10,3,6,3.08,4.91,2.01,2.77,12.77,2007
Action Girlz Racing,PS2,Racing,Metro 3D,6,7,1,62,2.13,1.98,5.94,5.88,15.93,2005
Sub Rebellion,PS2,Simulation,Metro 3D,8,10,3,152,0.08,0.04,2.19,0.03,2.34,2002
Teen Agent,PC,Adventure,Metropolis Software,2,7,9,3,4.47,1.13,3.81,4.36,13.77,1995
Bomberman Online World,PC,Puzzle,MGame,7,5,3,154,2.77,1.45,5.76,6.18,16.16,2008
Marionette Company 2 Chu ,PS,Adventure,Micro Cabin,1,2,6,248,3.9,2.15,1.93,2.63,10.61,2000
Marionette Company,PS,Adventure,Micro Cabin,10,10,5,270,7.65,3.26,2.7,1.17,14.78,1999
Marionette Company 2 Chu ,PSN,Adventure,Micro Cabin,6,9,4,114,1.35,2.33,3.13,5.17,11.98,2010
Marionette Company,PSN,Adventure,Micro Cabin,1,2,7,51,2.46,2.69,5.13,1.21,11.49,2010
Dragon Money,PS,Puzzle,Micro Cabin,6,9,2,263,3.12,1,2.4,5.37,11.89,1999
Yesterday Origins,PC,Adventure,Microids,9,7,8,153,3.15,1.45,3.4,3.82,11.82,2016
Road to India  Between Hell and Nirvana,PC,Adventure,Microids,4,10,6,96,7.3,3.08,2.58,3.53,16.49,2001
Return to Mysterious Island 2,PC,Adventure,Microids,2,3,3,176,3.78,4.26,5.04,4.55,17.63,2009
Agatha Christie  The ABC Murders,PC,Adventure,Microids,6,2,2,113,0.02,1.32,4.13,0.02,5.49,2016
Syberia,PS2,Adventure,Microids,7,8,9,279,7.09,1.94,1.33,1.58,11.94,2003
Agatha Christie  The ABC Murders,PS4,Adventure,Microids,6,8,8,1,3.19,2.33,2.7,4.79,13.01,2016
Moto Racer 4,PC,Racing,Microids,8,8,5,275,1.5,2.31,3.94,4.49,12.24,2016
MegaRace 3,PC,Racing,Microids,10,7,10,94,6.97,2.59,2.77,2.51,14.84,2001
Master Rallye,PC,Racing,Microids,1,8,3,155,6.79,2.56,5.5,5.85,20.7,2002
Garfield Kart  Furious Racing,PC,Racing,Microids,3,5,1,133,1.6,3.46,1.57,2.28,8.91,2019
Moto Racer 4,PS4,Racing,Microids,10,6,10,53,0.01,0.01,1.72,6.36,8.1,2017
Garfield Kart  Furious Racing,PS4,Racing,Microids,4,5,7,150,5.91,1.51,5.38,6.04,18.84,2019
XIII (2020),PC,Shooter,Microids,4,8,4,211,3.22,3.16,1.52,5.61,13.51,2020
Ski Park Manager,PC,Simulation,Microids,5,6,6,230,5.07,2.87,4.94,4.69,17.57,2002
Tennis Masters Series 2003,PC,Sports,Microids,1,3,4,70,3.78,2.08,1.12,4.82,11.8,2003
Tennis Masters Series,PC,Sports,Microids,9,4,1,164,3.91,3.39,5.75,5.57,18.62,2001
Xtreme Roller,PS,Sports,Microids,2,3,6,285,5.35,2.65,4.62,2.22,14.84,2001
Akagi  Topaiten,PS,Adventure,Micronet,4,9,5,221,7.5,1.66,5.13,6.3,20.59,1996
Rex Nebular and the Cosmic Gender Bender,PC,Adventure,Microprose,7,7,4,114,3.96,1.26,1.07,6.69,12.98,1992
Dragonsphere,PC,Adventure,Microprose,1,6,2,42,7.11,3.19,4.41,1.43,16.14,1994
Dark Earth,PC,Adventure,Microprose,3,3,7,147,4.03,3.79,2.86,4.73,15.41,1997
Track Attack,PC,Racing,Microprose,8,10,1,180,5.75,1.49,3.75,6.28,17.27,1996
Grand Prix 3,PC,Racing,Microprose,9,9.3,2,149,7.67,1.46,4.45,4.97,18.55,2000
Grand Prix 2,PC,Racing,Microprose,5,10,10,242,2.24,2.89,3.38,3.78,12.29,1996
Formula One Grand Prix,PC,Racing,Microprose,3,4,1,144,2.65,1.97,3.12,6.87,14.61,1991
Transport Tycoon,PC,Simulation,Microprose,5,7,1,109,7.62,2.6,3.3,4.9,18.42,1994
Subwar 2050,PC,Simulation,Microprose,7,4,10,148,7.84,3.49,3.68,6.71,21.72,1994
Silent Service II,PC,Simulation,Microprose,6,10,2,257,2.3,1.45,3.82,4.47,12.04,1990
Silent Service,PC,Simulation,Microprose,10,4,8,271,7.49,3.72,5.08,2.16,18.45,1985
RollerCoaster Tycoon,PC,Simulation,Microprose,1,8.7,9.7,140,0.04,0.02,2.9,0.02,2.98,1999
Red Storm Rising,PC,Simulation,Microprose,3,9,5,13,3.64,2.03,3.89,5.05,14.61,1988
MechWarrior 3  Pirates Moon Expansion Pak,PC,Simulation,Microprose,4,2,9,62,7.15,2.39,1.5,3.66,14.7,1999
M1 Tank Platoon,PC,Simulation,Microprose,3,10,6,142,3.69,3.61,3.38,2.57,13.25,1989
Gunship III,PC,Simulation,Microprose,2,4,2,242,7.37,4.12,1.22,3.66,16.37,2000
Gunship 2000,PC,Simulation,Microprose,3,7,8,281,7.63,2.87,3.59,1.48,15.57,1991
Gunship,PC,Simulation,Microprose,10,4,6,294,5.28,1.05,5.07,2.21,13.61,1986
F 15 Strike Eagle III,PC,Simulation,Microprose,3,5,6,282,7.52,1.03,1.63,7,17.18,1992
F 15 Strike Eagle II,PC,Simulation,Microprose,6,5,2,293,3.11,3.95,5.35,2,14.41,1991
F 15 Strike Eagle,PC,Simulation,Microprose,2,1,10,9,6.13,3.29,2.12,6.02,17.56,1985
B 17 Flying Fortress,PC,Simulation,Microprose,10,6,8,256,7.21,4.58,5.44,1.02,18.25,1992
1942  The Pacific Air War,PC,Simulation,Microprose,10,6,4,275,5.44,1.44,4.93,5.94,17.75,1994
Gunship,PS,Simulation,Microprose,1,6,9,178,0.27,0.15,2.42,0.1,2.94,1996
The Magic School Bus Explores the Solar System,PC,Adventure,Microsoft,9,7,2,176,7.79,4.34,1.47,6.61,20.21,1994
Adventure,PC,Adventure,Microsoft,10,10,10,129,3.04,2.57,3.6,2.13,11.34,1981
Battle Arena Toshinden 2,PC,Fighting,Microsoft,4,7,5,29,4.03,1.81,5.99,5.06,16.89,1997
Microsoft Tinker,PC,Puzzle,Microsoft,6,6,6,7,3.26,1.22,1.48,2.45,8.41,2009
Motocross Madness 2,PC,Racing,Microsoft,1,1,8,232,2.6,2.49,4.73,1.87,11.69,2000
Motocross Madness,PC,Racing,Microsoft,4,6,3,21,4.25,1.64,2.71,1.9,10.5,1998
Monster Truck Madness 2,PC,Racing,Microsoft,4,1,5,150,3.57,2.24,5.69,5.74,17.24,1998
Monster Truck Madness,PC,Racing,Microsoft,6,6,4,107,1.76,4.87,2.96,5.66,15.25,1996
Midtown Madness 2,PC,Racing,Microsoft,5,2,3,266,4.8,4.79,5.07,1.26,15.92,2000
Midtown Madness,PC,Racing,Microsoft,7,4,4,85,6.79,2.44,2.43,1.17,12.83,1999
StarLancer,PC,Simulation,Microsoft,4,4,6,286,2.59,2.89,1.09,4.94,11.51,2000
Microsoft Train Simulator,PC,Simulation,Microsoft,10,3,8,281,0.04,2.29,3.19,0.04,5.56,2001
Microsoft Space Simulator,PC,Simulation,Microsoft,10,5,6,263,5.24,3.97,5.87,4.36,19.44,1994
Microsoft Flight Simulator 98,PC,Simulation,Microsoft,8,10,8,201,2.64,2.98,3,4.33,12.95,1997
Microsoft Flight Simulator 5.1,PC,Simulation,Microsoft,2,9,3,170,3.83,4.23,2.9,5.53,16.49,1995
Microsoft Flight Simulator 5.0,PC,Simulation,Microsoft,8,6,4,64,3.93,2.07,1.29,4.25,11.54,1993
Microsoft Flight Simulator 2000 Professional Edition,PC,Simulation,Microsoft,1,9,4,293,7.82,2.64,5.21,2.72,18.39,1999
Microsoft Flight Simulator,PC,Simulation,Microsoft,8,7,6,92,5.12,3.22,4.81,1.69,14.84,1996
Microsoft Combat Flight Simulator  WWII Europe Series,PC,Simulation,Microsoft,2,7,9,29,7.18,2.39,2.25,3.35,15.17,1998
MechWarrior 4  Vengeance,PC,Simulation,Microsoft,4,6,9,34,4.14,3.37,3.71,2.08,13.3,2000
MechWarrior 4  Black Knight Expansion,PC,Simulation,Microsoft,5,5,10,175,1.55,4.29,3.35,6.72,15.91,2001
Flight Simulator 2002,PC,Simulation,Microsoft,6,8,6,132,2.91,3.21,1.06,6.19,13.37,2001
Flight Simulator 2000,PC,Simulation,Microsoft,1,4,1,297,4.06,2.7,1.14,6.54,14.44,1999
Crimson Skies,PC,Simulation,Microsoft,2,5,2,297,1.66,4.4,5.98,3.17,15.21,2000
Combat Flight Simulator 2  WWII Pacific Theater,PC,Simulation,Microsoft,8,9,9,50,5.78,1.86,4.31,1.42,13.37,2000
Allegiance,PC,Simulation,Microsoft,1,10,10,231,3.78,3.01,4.72,5.26,16.77,2000
NFL Fever 2000,PC,Sports,Microsoft,4,9,5,285,4.93,1.44,5.96,2.13,14.46,1999
NBA Inside Drive 2000,PC,Sports,Microsoft,6,5,8,282,3.68,3.84,1.81,6.46,15.79,2000
Microsoft International Soccer 2000,PC,Sports,Microsoft,4,6,8,290,2.51,4.23,5.9,5.74,18.38,1999
Microsoft Golf Version 2.0,PC,Sports,Microsoft,1,9,3,210,2.18,3.46,5.01,2.21,12.86,1995
Links Extreme,PC,Sports,Microsoft,8,5,2,161,7.79,3.3,1.04,3.04,15.17,1999
Baseball 2000,PC,Sports,Microsoft,5,2,8,274,4.1,2.35,5.12,2.29,13.86,1999
Blair Witch,PC,Adventure,Microsoft Game Studios,1,2,8,5,4.36,1.87,5.73,3.71,15.67,2019
RalliSport Challenge,PC,Racing,Microsoft Game Studios,1,5,3,237,6.24,4.59,2.71,1.97,15.51,2002
Shadowrun (2007),PC,Shooter,Microsoft Game Studios,5,9,8,187,5.8,4.23,4.92,6.37,21.32,2007
Halo  Combat Evolved,PC,Shooter,Microsoft Game Studios,4,8.6,7,64,0.04,0.02,4.53,0.02,4.61,2003
Halo 2,PC,Shooter,Microsoft Game Studios,5,6.9,4,116,0.09,0.01,3.91,0.06,4.07,2007
Gears of War,PC,Shooter,Microsoft Game Studios,4,8.8,7,99,0.02,1.8,4.12,0.01,5.95,2007
Viva Pinata,PC,Simulation,Microsoft Game Studios,1,8,2,276,0.02,3.2,2.3,0.02,5.54,2007
Microsoft Flight Simulator X Acceleration Expansion Pack,PC,Simulation,Microsoft Game Studios,3,9,2,42,0.05,1.82,2.53,0.04,4.44,2007
Microsoft Flight Simulator X,PC,Simulation,Microsoft Game Studios,2,8,10,68,0.47,0.02,3.39,0.41,4.29,2006
Microsoft Flight Simulator 2004  A Century of Flight,PC,Simulation,Microsoft Game Studios,1,6,2,107,0.07,3.17,5.23,0.06,8.53,2003
MechWarrior 4  Mercenaries,PC,Simulation,Microsoft Game Studios,4,3,5,23,4.81,3.54,5.1,4.2,17.65,2002
MechWarrior 4  Inner Sphere Mech Pak,PC,Simulation,Microsoft Game Studios,2,4,6,35,1.25,4.97,3.23,2.33,11.78,2002
MechWarrior 4  Clan Mech Pak,PC,Simulation,Microsoft Game Studios,3,4,9,147,4.9,3.14,3.1,6.72,17.86,2007
MechWarrior 4 Compilation,PC,Simulation,Microsoft Game Studios,5,8,9,44,4.25,1.21,4.39,6.42,16.27,2004
London and South East,PC,Simulation,Microsoft Game Studios,9,8,5,227,4.4,4.93,5.67,2.94,17.94,2004
Freelancer,PC,Simulation,Microsoft Game Studios,1,1,4,120,0.05,0.02,2.19,0.03,2.29,2003
Combat Flight Simulator 3  Battle for Europe,PC,Simulation,Microsoft Game Studios,9,10,1,176,0.02,0.01,2.21,0.01,2.25,2002
Killer Instinct (2013),PC,Fighting,Microsoft Studios,9,5,4,190,5.79,3.12,2.12,6.86,17.89,2016
Forza Motorsport 7,PC,Racing,Microsoft Studios,10,8.1,1,300,2.73,4.69,4.59,6.94,18.95,2017
Forza Motorsport 6  Apex,PC,Racing,Microsoft Studios,10,3,10,118,4.78,3.66,2.98,1.24,12.66,2016
Forza Horizon 4,PC,Racing,Microsoft Studios,7,10,9,173,3.87,4.54,4.78,3.03,16.22,2018
Forza Horizon 3,PC,Racing,Microsoft Studios,5,5,5,53,6.85,4.02,1.77,3.22,15.86,2016
Halo  The Master Chief Collection,PC,Shooter,Microsoft Studios,1,10,4,117,2.01,1.33,1.58,3.79,8.71,2019
Halo  Spartan Strike,PC,Shooter,Microsoft Studios,3,2,3,230,1.69,1.02,5.43,4.98,13.12,2014
Halo  Spartan Assault,PC,Shooter,Microsoft Studios,4,10,2,0.35,3.95,3.73,3.77,2.09,13.54,2013
Halo Online,PC,Shooter,Microsoft Studios,5,10,6,248,2.06,3.71,2.26,1.85,9.88,2015
Halo Infinite,PC,Shooter,Microsoft Studios,5,2,7,115,3.46,3.48,5.34,3.6,15.88,1900
Gears of War  Ultimate Edition for Windows 10,PC,Shooter,Microsoft Studios,2,7,5,174,5.45,2.02,2.97,1.72,12.16,2016
Gears of War 4,PC,Shooter,Microsoft Studios,3,9,10,32,7.35,2.24,2.99,6.59,19.17,2016
Gears 5,PC,Shooter,Microsoft Studios,3,4,4,179,1.76,2.32,3.06,5.23,12.37,2019
Zoo Tycoon  Friends,PC,Simulation,Microsoft Studios,8,1,8,263,1.4,3.86,1.66,3.36,10.28,2014
Chrono Quest II,PC,Adventure,Microvalue,3,6,9,178,6.78,1.64,2.56,1.67,12.65,1989
Ultimate Duck Hunting,PC,Sports,Mid Carolina Media,8,1,8,247,5.74,4.04,2.42,1.75,13.95,2006
Spectral vs Generation,PS2,Fighting,Midas Interactive Entertainment,8,2,2,199,2.8,3.19,1.94,6.93,14.86,2007
Boxing Champions,PS2,Fighting,Midas Interactive Entertainment,2,10,9,236,5.02,3.41,2.83,6.07,17.33,2003
Boxing,PSN,Fighting,Midas Interactive Entertainment,7,4,2,233,5.59,3.91,2.25,6.91,18.66,2010
Prism Land,PS,Puzzle,Midas Interactive Entertainment,9,3,1,281,7.97,4.04,4.53,4.77,21.31,2000
Anastasia,PS,Puzzle,Midas Interactive Entertainment,6,3,7,95,3.29,1.02,5.96,6.1,16.37,2001
ZooCube,PS2,Puzzle,Midas Interactive Entertainment,1,3,7,280,3.03,3.83,2.18,2.34,11.38,2006
Bust A Bloc,PS2,Puzzle,Midas Interactive Entertainment,3,1,4,46,0.05,3.15,0.05,6.38,9.63,2003
Gravity Zero Racing,DS,Racing,Midas Interactive Entertainment,10,3,5,206,4.42,3.26,2.45,3.85,13.98,2008
Sports Superbike 2,PC,Racing,Midas Interactive Entertainment,4,10,10,199,4.76,1.83,5.49,3.21,15.29,1999
Sports Superbike,PC,Racing,Midas Interactive Entertainment,1,1,5,45,2.72,2.02,5.01,5.63,15.38,1999
GT R 400,PC,Racing,Midas Interactive Entertainment,9,5,8,239,5.53,4.93,2.45,4.82,17.73,2006
Cocoto Kart Racer,PC,Racing,Midas Interactive Entertainment,2,9,7,262,6.32,1.84,2.55,5.18,15.89,2006
Castrol Honda Superbike 2000,PC,Racing,Midas Interactive Entertainment,5,1,7,30,5.53,2.25,3.23,6.26,17.27,2000
Sports Superbike,PS,Racing,Midas Interactive Entertainment,7,5,10,50,5.61,1,3.75,1.88,12.24,2000
Kotobuki Grand Prix,PS,Racing,Midas Interactive Entertainment,2,9,8,198,3.76,4.49,2.35,6.3,16.9,2003
GT R 400,PS2,Racing,Midas Interactive Entertainment,6,7,4,252,4.15,3.78,4.27,5.9,18.1,2004
Dirt Track Devils,PS2,Racing,Midas Interactive Entertainment,2,7,7,243,1.78,4.67,3.53,5.87,15.85,2003
Sports Superbike 2,PSN,Racing,Midas Interactive Entertainment,1,4,2,16,5.16,2.94,2.87,3.58,14.55,2010
Rascal Racers,PSN,Racing,Midas Interactive Entertainment,3,2,2,20,3.16,2.29,3.9,3.99,13.34,2011
Miracle Space Race,PSN,Racing,Midas Interactive Entertainment,2,7,6,49,5.73,3.73,2.45,6.07,17.98,2010
ATV Racers,PSN,Racing,Midas Interactive Entertainment,8,2,4,265,7.67,4.8,1.76,6.67,20.9,2010
Hybrid,PS,Shooter,Midas Interactive Entertainment,6,1,2,289,2.8,1.13,1.76,5.02,10.71,2002
The Sniper 2,PS2,Shooter,Midas Interactive Entertainment,10,9,10,219,3.88,3.58,1.86,4.71,14.03,2004
Steel Dragon EX,PS2,Shooter,Midas Interactive Entertainment,3,7,2,141,7.75,3.5,2.35,1.51,15.11,2005
Daemon Summoner,PS2,Shooter,Midas Interactive Entertainment,7,5,6,9,4.47,4.91,2.67,3.67,15.72,2006
Clever Kids  Pet Store,DS,Simulation,Midas Interactive Entertainment,4,7,5,135,3.8,1,5.81,5.59,16.2,2009
